First Name,Last Name,ID,Department,Institution Name,Institution ID,Number of Ratings,Average Rating (Out of 5),Would Take Again (Percent),Level of Difficulty (Out of 5),Popular Tags
Tinker,Ready,807433,Journalism,Northeastern University,696,5.0,3.5,0.0,2.4,['Caring']
Joseph,Reagle,1842271,Communication Studies,Northeastern University,696,9.0,3.6,0.75,3.6,"['Gives good feedback', 'Tough grader', 'Get ready to read', 'Participation matters', 'Online Savvy']"
William,Reeve,2712943,Finance,Northeastern University,696,0.0,,,,[]
Adam,Reeves,116079,Psychology,Northeastern University,696,12.0,4.0,,3.3,"[""Skip class? You won't pass."", 'Would take again', 'Gives good feedback']"
James ,Regan ,1937609,Accounting,Northeastern University,696,43.0,2.3,0.29,3.5,"['Tough grader', 'Lecture heavy', 'Group projects', 'Test heavy', ""Skip class? You won't pass.""]"
Craig,Regis,2735056,Health Science,Northeastern University,696,1.0,5.0,1.0,3.0,"['Amazing lectures', 'Clear grading criteria', 'Accessible outside class']"
Sahar,Rehman,2922570,Communication Studies,Northeastern University,696,0.0,,,,[]
Colin,Reid,1646278,Accounting,Northeastern University,696,4.0,2.9,,4.8,"['Tough grader', 'Tests are tough']"
Debra,Reid,2246594,Pharmacy,Northeastern University,696,0.0,,,,[]
Imke,Reimers,2278189,Economics,Northeastern University,696,3.0,4.0,1.0,3.7,"['Test heavy', 'Hilarious', 'Graded by few things', 'Lecture heavy', 'Accessible outside class']"
Rachelle,Reisberg,580705,Engineering,Northeastern University,696,10.0,4.1,,2.8,"['Clear grading criteria', 'Lots of homework', 'Lecture heavy']"
Alessandra,Renzi,2096341,Media Studies,Northeastern University,696,0.0,,,,[]
Francesco,Restuccia,2769259,Electrical Engineering,Northeastern University,696,1.0,3.0,0.0,3.0,['Graded by few things']
Anna,Revette,1731684,Sociology,Northeastern University,696,4.0,5.0,1.0,2.3,"['Amazing lectures', 'Clear grading criteria', 'Gives good feedback']"
John,Reynolds,2109553,Pharmacy,Northeastern University,696,0.0,,,,[]
Michael,Rezuke,2928394,Accounting,Northeastern University,696,3.0,5.0,1.0,3.0,"['Respected', 'Get ready to read', 'Participation matters', 'Amazing lectures', 'Gives good feedback']"
Jason,Ribeiro,1235221,Mathematics,Northeastern University,696,3.0,3.0,,4.3,[]
Lesley,Ricci,800860,Psychology,Northeastern University,696,104.0,3.9,0.95,2.8,"['Hilarious', 'Amazing lectures', ""Skip class? You won't pass."", 'Inspirational', 'Respected']"
Rebecca,Riccio,1669984,Human Services,Northeastern University,696,1.0,4.0,1.0,2.0,"['Group projects', 'Caring', 'Lecture heavy']"
M,Rich,880265,Visual Arts,Northeastern University,696,10.0,3.9,,3.5,[]
Suzanne,Richard,932394,English,Northeastern University,696,12.0,3.4,0.6,2.5,"['Caring', 'So many papers', 'Get ready to read', 'Participation matters', 'EXTRA CREDIT']"
Milda,Richardson,794954,Architecture,Northeastern University,696,14.0,4.3,1.0,2.0,"['Clear grading criteria', 'Would take again', 'Lecture heavy', 'Caring', 'Participation matters']"
Christopher,Richardson,1520889,Biology,Northeastern University,696,35.0,2.5,0.14,4.5,"['Lecture heavy', 'Test heavy', 'Graded by few things', ""Skip class? You won't pass."", 'Get ready to read']"
Peter,Richardson,982040,Political Science,Northeastern University,696,22.0,3.2,0.67,3.5,"['Get ready to read', 'Tough grader', 'Gives good feedback', 'Participation matters', 'Lots of homework']"
Samantha,Richert,2046183,Theater,Northeastern University,696,5.0,4.0,0.67,1.8,"['Participation matters', ""Skip class? You won't pass."", 'Clear grading criteria', 'Hilarious', 'Tough grader']"
J,Richie,1167799,English,Northeastern University,696,13.0,4.5,,1.9,[]
Judith,Richman,593020,Health Science,Northeastern University,696,37.0,4.7,0.91,1.5,"['Caring', 'Clear grading criteria', 'Lecture heavy', 'Respected', 'Gives good feedback']"
David,Richters,1997366,Psychology,Northeastern University,696,33.0,4.3,0.9,2.2,"['Graded by few things', 'Amazing lectures', 'Group projects', 'Test heavy', 'Hilarious']"
Kat,Rickenbacker,1177508,Sociology,Northeastern University,696,9.0,4.8,,2.4,[]
Nathaniel,Rickles,828153,Pharmacy,Northeastern University,696,8.0,2.6,1.0,4.1,"['Tough grader', 'Tests are tough', 'Group projects']"
Vance,Ricks,2934293,Philosophy,Northeastern University,696,15.0,2.3,0.2,3.7,"['Tough grader', 'Get ready to read', 'Lecture heavy', 'Lots of homework', 'Participation matters']"
Mirek,Riedewald,1456273,Computer Science,Northeastern University,696,8.0,4.7,1.0,2.9,"['Get ready to read', 'Participation matters', 'Respected', ""Skip class? You won't pass."", 'EXTRA CREDIT']"
Christoph,Riedl,1837415,Information Science,Northeastern University,696,10.0,2.0,0.15,3.9,"['Tough grader', 'Graded by few things', 'Test heavy', 'Get ready to read', 'Participation matters']"
Paula,Ries,2139063,Theater,Northeastern University,696,0.0,,,,[]
Daniel,Ries,2443071,Computer amp Informational Tech.,Northeastern University,696,1.0,5.0,1.0,1.0,"['Group projects', 'Respected', 'Accessible outside class']"
Gray,Rife,1946840,Economics,Northeastern University,696,0.0,,,,[]
Gary,Rife,1993428,Economics,Northeastern University,696,2.0,2.5,0.0,3.5,"['Get ready to read', 'Lots of homework', 'Graded by few things']"
Mariana,Righi,2577821,Architecture,Northeastern University,696,0.0,,,,[]
Susan,Rinaldi,1600650,English,Northeastern University,696,5.0,4.1,1.0,3.2,"['Get ready to read', ""Skip class? You won't pass."", 'Lots of homework']"
Matteo,Rinaldi,2563943,Electrical Engineering,Northeastern University,696,0.0,,,,[]
Lisa,Rinke,2945341,Nursing,Northeastern University,696,0.0,,,,[]
Jefferson,Riordan,904925,English,Northeastern University,696,10.0,4.4,1.0,2.9,"['Caring', 'Respected', 'Tough grader', 'Get ready to read', 'So many papers']"
Nancy,Riordan,2898997,Political Science,Northeastern University,696,1.0,1.0,0.0,3.0,"['Tough grader', 'Get ready to read']"
Seth,Riseman,1405123,Architecture,Northeastern University,696,1.0,3.5,,3.0,[]
Brett,Ritter,2970209,Finance,Northeastern University,696,0.0,,,,[]
Brett,Ritter,2490423,Engineering,Northeastern University,696,7.0,4.4,0.86,4.0,"['Gives good feedback', 'Lots of homework', 'Amazing lectures', 'Hilarious', 'Respected']"
Ronald,Rivas,2394068,Business Administration,Northeastern University,696,11.0,3.3,0.73,3.0,"['Group projects', 'Caring', 'Get ready to read', 'Participation matters', 'Inspirational']"
Juan,Rivera Mata,2769469,International Affairs,Northeastern University,696,0.0,,,,[]
Anny,Rivera-Ottenberger,831436,Latin American Studies,Northeastern University,696,4.0,3.5,,1.5,[]
Joseph,Rizzo,1232138,Law,Northeastern University,696,3.0,3.8,,3.3,[]
Christie,Rizzo,2624378,Counseling & Educational Psych,Northeastern University,696,0.0,,,,[]
Rizwanur,Rob,2581833,Economics,Northeastern University,696,3.0,3.7,0.67,3.0,"['Participation matters', 'Lots of homework', 'Clear grading criteria', 'Test heavy', 'Accessible outside class']"
Gavin,Robb,2997119,Architecture,Northeastern University,696,0.0,,,,[]
Nancy,Robbie,2036393,Leadership,Northeastern University,696,1.0,5.0,,1.0,"['Participation matters', 'Caring', 'Respected']"
William,Robertson,2356485,Computer Science,Northeastern University,696,12.0,2.1,0.25,4.3,"['Lots of homework', 'Tough grader', ""Skip class? You won't pass."", 'Get ready to read', 'EXTRA CREDIT']"
Chris,Robertson,156372,Business,Northeastern University,696,29.0,4.6,1.0,2.6,"['Group projects', 'Caring', 'Amazing lectures', 'Inspirational', 'Clear grading criteria']"
Craig,Robertson,772391,Communication,Northeastern University,696,11.0,4.6,1.0,2.9,"['Get ready to read', 'Clear grading criteria', 'Hilarious', 'Participation matters', 'Gives good feedback']"
Mary,Robins,2194095,Communication Studies,Northeastern University,696,1.0,5.0,1.0,5.0,"['Get ready to read', 'Gives good feedback', 'Caring']"
Ray,Robinson,75072,History,Northeastern University,696,36.0,3.4,,2.9,[]
Harlow,Robinson,276995,Modern Languages,Northeastern University,696,16.0,4.2,1.0,2.8,"['Get ready to read', 'Amazing lectures', 'Caring', 'Respected']"
Jennifer,Robinson,590600,Criminal Justice,Northeastern University,696,22.0,3.3,,3.2,[]
Cordula,Robinson,1018442,Geology,Northeastern University,696,5.0,3.7,1.0,3.6,"['Gives good feedback', 'Inspirational', 'Accessible outside class']"
James,Robinson,2334056,History,Northeastern University,696,1.0,5.0,1.0,3.0,"['Amazing lectures', 'Inspirational', 'Hilarious']"
Dori,Robinson,3002359,Communication Studies,Northeastern University,696,0.0,,,,[]
Holbrook,Robinson,365417,Languages,Northeastern University,696,28.0,4.0,1.0,2.1,"['Respected', 'Get ready to read', 'Tests? Not many', 'Gives good feedback', 'Inspirational']"
Tracy,Robinson-Wood,2382776,Psychology,Northeastern University,696,1.0,4.0,1.0,3.0,"['Tough grader', 'Participation matters', 'Lecture heavy']"
Brian,Robison,951521,Music,Northeastern University,696,18.0,1.8,0.08,3.6,"['Tough grader', 'Lots of homework', 'Get ready to read', 'Group projects', 'Graded by few things']"
Maria,Robson,2585434,International Affairs,Northeastern University,696,3.0,4.0,0.34,3.0,"[""Skip class? You won't pass."", 'Tough grader', 'Gives good feedback', 'So many papers', 'Caring']"
Vincent,Rocchio,425779,Communication,Northeastern University,696,16.0,3.2,,3.9,[]
David,Rochefort,153119,Political Science,Northeastern University,696,17.0,4.1,1.0,3.0,"['Get ready to read', 'Participation matters', 'Tests? Not many', 'Would take again', 'Gives good feedback']"
Donald,Rockhead,2926221,Journalism,Northeastern University,696,0.0,,,,[]
Matthew,Rocklage,2424611,Marketing,Northeastern University,696,10.0,5.0,1.0,2.6,"['Amazing lectures', 'Inspirational', 'Hilarious', 'Caring', 'Group projects']"
Kirsten,Rodine Hardy,1066895,Political Science,Northeastern University,696,38.0,3.2,0.58,3.5,"['Get ready to read', 'Caring', 'Accessible outside class', 'Participation matters', 'EXTRA CREDIT']"
Eric,Rodriguez-Whitney,2686246,Criminal Justice,Northeastern University,696,4.0,5.0,1.0,2.5,"['Get ready to read', 'Clear grading criteria', 'Gives good feedback', 'Accessible outside class', 'Amazing lectures']"
Rudy,Rodsphon,2427554,Mathematics,Northeastern University,696,1.0,5.0,1.0,3.0,"['EXTRA CREDIT', 'Amazing lectures', 'Caring']"
Andy,Rohm,153669,Marketing,Northeastern University,696,15.0,3.9,,2.3,[]
Yehoshua,Roi,2817820,Computer Science,Northeastern University,696,1.0,1.0,0.0,4.0,"['Tough grader', 'Lecture heavy', 'Graded by few things']"
Gilbert,Rose,2065955,Music,Northeastern University,696,1.0,1.0,,4.0,[]
Kristin,Rose,2237948,Criminal Justice,Northeastern University,696,1.0,1.0,0.0,2.0,['Graded by few things']
Gary,Rose,2323386,Psychology,Northeastern University,696,1.0,4.0,1.0,4.0,"['Get ready to read', 'Participation matters', 'Gives good feedback']"
Peter,Rosen,157733,Environmental Studies,Northeastern University,696,17.0,3.8,,3.1,[]
Rebeca,Rosengaus,2999561,Biology,Northeastern University,696,1.0,4.0,1.0,2.0,"['Group projects', 'Gives good feedback', 'Lecture heavy']"
Becky,Rosengaus,374053,Biology,Northeastern University,696,52.0,3.1,0.34,3.3,"['Lecture heavy', 'Group projects', 'Test heavy', 'Tough grader', 'Amazing lectures']"
Norma,Rosin,892436,Advisor,Northeastern University,696,5.0,4.6,,1.0,[]
Martin,Ross,327906,Environmental Science,Northeastern University,696,30.0,3.3,1.0,3.1,"['Hilarious', 'Caring', 'Graded by few things']"
Jim,Ross,579888,Journalism,Northeastern University,696,7.0,3.0,0.0,1.4,['Group projects']
Jennifer,Ross,1692685,Criminal Justice,Northeastern University,696,2.0,4.3,,2.5,[]
James,Ross,2359817,Journalism,Northeastern University,696,1.0,4.0,1.0,1.0,"['Group projects', 'Caring', 'Respected']"
Mirna,Rossi,2989390,Marketing,Northeastern University,696,2.0,4.0,1.0,2.0,"['Group projects', 'Clear grading criteria', 'Test heavy', 'Accessible outside class']"
Guy,Rotella,368036,English,Northeastern University,696,25.0,4.5,,3.8,[]
Alexandra,Roth,777859,Business Administration,Northeastern University,696,30.0,3.8,0.82,2.5,"['Group projects', 'Tough grader', 'Participation matters', 'Gives good feedback', 'Inspirational']"
Monique,Roth,2245807,Health Science,Northeastern University,696,6.0,4.5,0.84,1.2,"['Clear grading criteria', 'Gives good feedback', 'EXTRA CREDIT', 'Group projects', 'Caring']"
Aaron,Roth,472295,Biology,Northeastern University,696,51.0,4.6,0.96,2.3,"['Amazing lectures', 'Hilarious', 'Respected', ""Skip class? You won't pass."", 'Clear grading criteria']"
Tatiana,Rothchild,3000073,Political Science,Northeastern University,696,1.0,4.0,1.0,2.0,[]
Sara,Rouhanifard,2472052,Biomedical,Northeastern University,696,2.0,1.5,0.0,3.5,"['Tough grader', 'Accessible outside class']"
Deya,Roy,2327666,Communication Studies,Northeastern University,696,7.0,3.3,0.43,3.1,"['Participation matters', 'Gives good feedback', 'Tough grader', 'Clear grading criteria', 'Respected']"
Sarah,Rozler,1425812,Architecture,Northeastern University,696,2.0,3.3,,4.5,[]
Leon,Rozmarin,1839408,International Studies,Northeastern University,696,13.0,4.5,0.89,3.3,"['Participation matters', 'Gives good feedback', 'Amazing lectures', 'Get ready to read', 'Respected']"
Nicole,Ruane,1554883,Religious Studies,Northeastern University,696,2.0,3.3,,3.0,[]
Matt,Rubins,2300465,Finance,Northeastern University,696,0.0,,,,[]
Matthew,Rudolph,2898324,International Studies,Northeastern University,696,8.0,1.3,0.0,4.1,"['Lecture heavy', 'Participation matters', 'Get ready to read', 'Group projects', 'Lots of homework']"
Michael,Ruff,2194131,Accounting,Northeastern University,696,42.0,4.0,0.74,3.7,"['Participation matters', 'Caring', 'Lecture heavy', 'Tough grader', 'Gives good feedback']"
Michael,Ruff,2547941,Business,Northeastern University,696,3.0,4.7,1.0,3.0,['Clear grading criteria']
Steve,Runge,827362,Writing,Northeastern University,696,5.0,3.6,,3.0,[]
Julian,Runge,2869589,Marketing,Northeastern University,696,0.0,,,,[]
Julian,Runge,2869059,Business,Northeastern University,696,3.0,4.0,0.67,3.0,"['Group projects', 'Tough grader', 'Participation matters', 'Clear grading criteria', 'Caring']"
Michael,Running Wolf,2755966,Computer Science,Northeastern University,696,2.0,1.0,0.0,4.0,"['EXTRA CREDIT', 'Group projects']"
Dylan,Rupel,1862695,Mathematics,Northeastern University,696,4.0,3.6,1.0,4.0,"['Tough grader', ""Skip class? You won't pass."", 'Tests are tough', 'Amazing lectures', 'Clear grading criteria']"
Tim,Rupert,463885,Accounting,Northeastern University,696,10.0,4.6,0.67,2.9,"['Amazing lectures', 'Respected', 'Tough grader', 'Gives good feedback', 'Caring']"
Gabriel,Rusanescu,1087298,Pharmacy,Northeastern University,696,0.0,,,,[]
Joseph,Rushanan,2934206,Mathematics,Northeastern University,696,1.0,2.0,0.0,4.0,"['Get ready to read', 'Clear grading criteria', 'Lecture heavy']"
Bruce,Russell,362709,Business,Northeastern University,696,32.0,4.5,1.0,2.8,"['Participation matters', 'Clear grading criteria', ""Skip class? You won't pass."", 'Amazing lectures', 'Gives good feedback']"
Jeremy,Russell,1035835,Mathematics,Northeastern University,696,46.0,2.4,,4.2,"['Tough grader', 'Would take again', 'Hilarious', ""Skip class? You won't pass."", 'Inspirational']"
Michele,Russell-Einhorn,1916145,Biomedical,Northeastern University,696,0.0,,,,[]
Beth,Russet,2545190,Nursing,Northeastern University,696,0.0,,,,[]
Carolyn,Russo,2593691,Business,Northeastern University,696,0.0,,,,[]
Tony,Russo,2263945,Accounting,Northeastern University,696,29.0,3.9,0.73,3.2,"['Hilarious', 'Accessible outside class', 'Clear grading criteria', 'Gives good feedback', 'Respected']"
Anthony,Russo,2427938,Accounting,Northeastern University,696,9.0,3.9,0.78,3.6,"['Caring', 'Test heavy', 'Get ready to read', 'Amazing lectures', 'Inspirational']"
Paula,Ryan,605111,Marketing,Northeastern University,696,26.0,4.2,0.5,2.0,"['Group projects', 'Get ready to read', 'Clear grading criteria', 'Gives good feedback', 'Tough grader']"
Agata,Rybakiewicz,2481690,Political Science,Northeastern University,696,2.0,1.0,0.0,3.0,"[""Skip class? You won't pass."", 'Tough grader', 'Lots of homework']"
Hillary,Sabbagh,2845880,International Studies,Northeastern University,696,1.0,4.0,1.0,1.0,"['Group projects', 'Clear grading criteria', 'Lots of homework']"
Marwan,Sabbouh,2746361,Computer Engineering,Northeastern University,696,1.0,1.0,0.0,3.0,['Tough grader']
Sasha,Sabherwal,2955371,Women's Studies,Northeastern University,696,2.0,5.0,1.0,2.5,"['Inspirational', 'Caring', 'Get ready to read', 'Amazing lectures']"
Albert,Sacco,899140,Chemical Engineering,Northeastern University,696,4.0,3.0,,4.3,[]
Sam,Sacco,3026133,Finance,Northeastern University,696,1.0,5.0,1.0,1.0,"['Gives good feedback', 'Caring', 'Accessible outside class']"
Hanai,Sadaka,403390,Mathematics,Northeastern University,696,92.0,3.6,0.52,3.1,"[""Skip class? You won't pass."", 'Tough grader', 'Participation matters', 'EXTRA CREDIT', 'Respected']"
Keivan,Sadeghzadeh,2789125,Business,Northeastern University,696,3.0,5.0,1.0,3.0,"['Respected', 'Graded by few things', 'Participation matters', 'EXTRA CREDIT', 'Group projects']"
Stephen,Sadow,167013,Modern Languages,Northeastern University,696,7.0,4.1,,2.7,"['Would take again', 'Gives good feedback', 'Respected']"
Marybeth,Saffo,1426709,Biology,Northeastern University,696,3.0,2.3,,4.3,[]
Bhawesh,Sah,2693514,Information Science,Northeastern University,696,3.0,3.3,0.34,3.3,"['Group projects', 'Caring', 'Lecture heavy', 'Accessible outside class']"
Ajay,Saini,1948669,Accounting,Northeastern University,696,2.0,3.0,,4.0,"['Gives good feedback', 'Inspirational', 'Respected']"
Gabriel,Sala,2860516,Business,Northeastern University,696,3.0,5.0,1.0,3.0,"['Amazing lectures', 'Caring', 'Accessible outside class', 'Participation matters', 'EXTRA CREDIT']"
Iman,Salama,2317088,Electrical Engineering,Northeastern University,696,14.0,4.8,0.93,2.9,"['Accessible outside class', 'Gives good feedback', 'Caring', 'Respected', 'Amazing lectures']"
Razan,Salem,2503753,Business,Northeastern University,696,8.0,3.1,0.38,3.0,"['Group projects', 'Tough grader', 'Participation matters', 'Clear grading criteria', 'Respected']"
Jack,Salerno,2961517,Business,Northeastern University,696,0.0,,,,[]
Jack,Salerno,2778340,Entrepreneurship,Northeastern University,696,1.0,5.0,1.0,1.0,"['Get ready to read', 'Amazing lectures', 'Lots of homework']"
Carmel,Salhi,2582801,Health Science,Northeastern University,696,3.0,4.3,1.0,4.3,"['Get ready to read', 'Participation matters', 'Tough grader', 'Gives good feedback', 'Lots of homework']"
Nada,Sanders,2133035,Business Administration,Northeastern University,696,2.0,4.0,1.0,2.5,"['Tough grader', 'Gives good feedback', 'Caring', 'Test heavy', 'Graded by few things']"
Ronald,Sandler,403930,Philosophy,Northeastern University,696,25.0,4.5,0.67,3.5,"['Tough grader', 'Participation matters', 'Amazing lectures', 'Get ready to read', ""Skip class? You won't pass.""]"
David,Sands,2239062,Management,Northeastern University,696,4.0,2.7,0.5,3.2,"['Participation matters', 'Lecture heavy', 'Tough grader', 'Get ready to read', 'Group projects']"
Erica,Sands,2686146,Marketing,Northeastern University,696,0.0,,,,[]
Jayant,Sane,494692,Chemistry,Northeastern University,696,5.0,3.2,,2.8,[]
Rush,Sanghrajka ,2999746,Computer Science,Northeastern University,696,4.0,5.0,1.0,3.3,"['Amazing lectures', 'Lots of homework', 'Caring', 'Accessible outside class', 'Clear grading criteria']"
John,Sangster,2504020,Engineering,Northeastern University,696,23.0,4.7,0.96,2.4,"['Caring', 'Inspirational', 'Clear grading criteria', 'Lots of homework', 'Respected']"
Dipen,Sangurdekar,2641851,Computer Science,Northeastern University,696,1.0,2.0,0.0,5.0,['Tough grader']
Claudia,Santelices,2766310,Health Science,Northeastern University,696,11.0,3.8,0.73,2.3,"['Caring', 'Lecture heavy', 'Amazing lectures', 'Inspirational', 'Get ready to read']"
Jody,Santos,2884541,Journalism,Northeastern University,696,1.0,1.0,0.0,5.0,"['Tough grader', 'Lots of homework', 'Lecture heavy']"
Richard,Saracusa,2279067,Computer Science,Northeastern University,696,2.0,3.0,0.5,4.5,"['EXTRA CREDIT', 'Lots of homework', 'Test heavy']"
Ahmad,Saranjam,238795,Economics,Northeastern University,696,45.0,3.4,0.0,2.2,"['Lecture heavy', 'Tough grader', 'Tests? Not many']"
Ravi,Sarathy,1149855,Business Administration,Northeastern University,696,8.0,3.1,0.6,3.6,"['Participation matters', 'Get ready to read', 'Amazing lectures', ""Skip class? You won't pass."", 'Would take again']"
Prasad,Saripalli,2572027,Computer Science,Northeastern University,696,28.0,3.8,0.68,3.8,"['Group projects', 'Lots of homework', 'Get ready to read', 'Gives good feedback', 'Caring']"
Sandra,Sarni-Garlow,2257663,Health Science,Northeastern University,696,6.0,2.7,0.5,4.2,"['Tough grader', 'Get ready to read', 'Participation matters', 'Test heavy', 'Lots of homework']"
Jenny,Sartori,735969,History,Northeastern University,696,7.0,3.1,,2.3,[]
Mehrdad,Sasani,1962950,Civil Engineering,Northeastern University,696,3.0,3.0,0.67,3.7,"['Clear grading criteria', 'Graded by few things', 'Tough grader', 'Test heavy']"
Aarti,Sathyanaran,2894435,Computer Science,Northeastern University,696,1.0,1.0,0.0,4.0,"['Tough grader', 'Group projects', 'Lots of homework']"
Aarti,Sathyanarayana,2788542,Computer Science,Northeastern University,696,6.0,4.3,0.67,3.7,"['Gives good feedback', 'Group projects', 'Amazing lectures', 'Clear grading criteria', 'Caring']"
Cinthia,Satornino,2077391,Marketing,Northeastern University,696,2.0,3.5,,4.0,"['Tough grader', 'Caring']"
Behrooz,Satvat,1026885,Chemical Engineering,Northeastern University,696,27.0,3.2,0.4,4.7,"['Tough grader', ""Skip class? You won't pass."", 'Test heavy', 'Lots of homework', 'Accessible outside class']"
Paul Khalil,Saucicer,479379,Sociology,Northeastern University,696,29.0,4.3,1.0,2.6,"['Amazing lectures', 'Inspirational', 'Hilarious']"
Keith,Saunders,211037,Social Science,Northeastern University,696,11.0,4.1,1.0,3.2,"['Tough grader', 'Get ready to read', 'Participation matters', ""Skip class? You won't pass."", 'Amazing lectures']"
Steve,Savitsky,2844568,Advisor,Northeastern University,696,0.0,,,,[]
Andrej,Savol,2905693,Biology,Northeastern University,696,1.0,1.0,0.0,2.0,[]
Kenneth,Sawka,2355121,Criminal Justice,Northeastern University,696,2.0,4.0,0.5,3.5,"['Group projects', 'Get ready to read', 'Participation matters', 'Gives good feedback', 'Lots of homework']"
Hannah,Sayre,2720376,Chemistry,Northeastern University,696,22.0,1.3,0.05,3.6,"['Lecture heavy', 'Test heavy', ""Skip class? You won't pass."", 'Participation matters', 'Tough grader']"
Luke,Scalone,2623357,History,Northeastern University,696,0.0,,,,[]
Zachary,Scarlett,1177872,History,Northeastern University,696,9.0,4.9,,3.2,[]
Samuel,Scarpino,2543903,Environmental Science,Northeastern University,696,5.0,5.0,1.0,2.8,"['Caring', 'Accessible outside class', 'Amazing lectures', 'Clear grading criteria', 'Gives good feedback']"
Robert,Schatz,1696383,Pharmacy,Northeastern University,696,1.0,1.5,,4.0,[]
Martin,Schedlbauer,1221027,Computer & Informational Tech.,Northeastern University,696,60.0,4.0,0.52,3.1,"['Lots of homework', 'Tough grader', 'Clear grading criteria', 'Gives good feedback', 'Get ready to read']"
Ilya,Scheidwasser,1855465,Mathematics,Northeastern University,696,8.0,4.3,,2.5,"['EXTRA CREDIT', 'Clear grading criteria', 'Would take again', 'Gives good feedback', 'Caring']"
Hayley,Schiebel,1860004,Earth Science,Northeastern University,696,114.0,3.8,0.17,3.4,"['Participation matters', 'Tough grader', ""Skip class? You won't pass."", 'Respected', 'Hilarious']"
Peter,Schindler,2998086,Engineering,Northeastern University,696,6.0,4.2,0.84,3.0,"['Caring', 'Online Savvy', 'Get ready to read', 'Lots of homework', 'Accessible outside class']"
Gunar,Schirner,1721632,Computer Engineering,Northeastern University,696,5.0,3.4,1.0,4.0,"['Group projects', 'Amazing lectures', 'Respected']"
Katherine,Schlatter,1916142,Communication Studies,Northeastern University,696,2.0,4.0,0.0,4.5,"['Tough grader', 'Participation matters', 'Lots of homework']"
Matthias,Schlichting,2785597,Biology,Northeastern University,696,4.0,4.8,1.0,2.0,"['Caring', 'Group projects', 'Accessible outside class', 'Clear grading criteria', 'Gives good feedback']"
Ralf,Schlosser,2738319,Speech & Hearing Sciences,Northeastern University,696,1.0,5.0,1.0,2.0,"['Group projects', 'Clear grading criteria', 'Caring']"
Jessica,Schmidt,1902150,Computer Science,Northeastern University,696,1.0,4.5,,3.0,[]
Jay,Schmidt,2741122,Communication Studies,Northeastern University,696,2.0,3.0,0.5,3.5,"['Clear grading criteria', 'Tough grader', 'Get ready to read', 'Participation matters', 'Gives good feedback']"
Steve,Schmidt,3007473,Computer Science,Northeastern University,696,3.0,1.0,0.0,1.3,['Graded by few things']
David,Schmitt,218509,Political Science,Northeastern University,696,25.0,3.3,,3.6,[]
Erin,Schnepp,1941402,Advisor,Northeastern University,696,1.0,4.0,,1.0,"['Caring', 'Respected']"
Walter,Schnyder,2486755,Computer & Informational Tech.,Northeastern University,696,0.0,,,,[]
Walter,Schnyder,2231468,Computer Engineering,Northeastern University,696,34.0,2.5,0.39,4.2,"['Tough grader', 'Caring', 'Lots of homework', 'Lecture heavy', 'Get ready to read']"
Paul,Schreyer,596302,Sign Language,Northeastern University,696,16.0,3.5,,3.2,[]
Alan,Schroeder,186458,Journalism,Northeastern University,696,43.0,4.7,1.0,2.4,"['Participation matters', 'Would take again', 'Gives good feedback', 'Hilarious', ""Skip class? You won't pass.""]"
Joel,Schulman,3003299,Business Administration,Northeastern University,696,0.0,,,,[]
Egon,Schulte,326370,Mathematics,Northeastern University,696,12.0,4.0,,2.9,"['Would take again', 'Caring', 'Respected']"
Kathryn,Schulte Grahame,2716730,Engineering,Northeastern University,696,1.0,5.0,1.0,4.0,"['Clear grading criteria', 'Caring', 'Accessible outside class']"
Kathryn,Schulte-Grahame,1782803,Engineering,Northeastern University,696,37.0,4.4,0.97,4.1,"['Lots of homework', 'Group projects', 'Respected', 'Caring', 'Accessible outside class']"
steven,schultz,2929481,Business,Northeastern University,696,0.0,,,,[]
Christina ,Schultz ,2968146,Environmental Science,Northeastern University,696,2.0,4.0,0.5,2.5,"['Group projects', 'Gives good feedback', 'Caring', 'Graded by few things', 'Accessible outside class']"
Deanne,Schulz,1409110,Communication Studies,Northeastern University,696,7.0,4.9,,2.6,[]
Kimberlee,Schumacher,2066620,Management,Northeastern University,696,2.0,2.5,0.0,2.0,"['Tough grader', 'Participation matters', 'EXTRA CREDIT', 'Lots of homework']"
Bob,Schutter,2974698,Game Design,Northeastern University,696,1.0,5.0,1.0,4.0,"['Group projects', 'Inspirational', 'Lots of homework']"
Hans,Schwartz,2269861,English,Northeastern University,696,0.0,,,,[]
Joseph,Schwartz,1366193,Communication Studies,Northeastern University,696,39.0,3.8,0.66,3.2,"['Amazing lectures', 'Lecture heavy', 'Test heavy', 'Graded by few things', ""Skip class? You won't pass.""]"
Martin,"Schwarz, Jr.",322758,Mathematics,Northeastern University,696,60.0,2.2,0.35,3.5,"['Tough grader', 'Test heavy', 'Gives good feedback', 'Lots of homework', 'Amazing lectures']"
Sarah,Scibetta,2618463,Nursing,Northeastern University,696,0.0,,,,[]
Jenna,Sciuto,1395273,English,Northeastern University,696,7.0,4.4,,2.1,[]
James,Scorzelli,638322,Psychology,Northeastern University,696,6.0,3.3,,3.0,[]
Lauren,Scott,1995769,Leadership,Northeastern University,696,0.0,,,,[]
Frank,Scott,2314779,Business,Northeastern University,696,3.0,4.0,0.67,3.3,"['Accessible outside class', 'Get ready to read', ""Skip class? You won't pass."", 'Amazing lectures', 'Caring']"
Cody,Scott,2515888,Computer Science,Northeastern University,696,0.0,,,,[]
